case_id,client_name,case_type,notary,workflow_status,case_category,notarization_category,usage_country,accept_date,issue_date,notary_fee,fee_status
2023001613,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,西班牙,2023-01-30,2023-01-31,150.00,是
2023001614,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,德国,2023-01-30,2023-01-31,150.00,是
2023001615,REDACTED_CLIENT,证书（执照）,Staff_024,已归档,新证,涉外民事,阿富汗,2023-01-30,2023-01-31,150.00,是
2023001616,REDACTED_CLIENT,译本与原本相符,Staff_024,已归档,新证,涉外民事,美国,2023-01-30,2023-01-31,150.00,是
2023001617,REDACTED_CLIENT,证书（执照）,Staff_024,已归档,新证,涉外民事,马拉维,2023-01-30,2023-01-31,150.00,是
202300162,REDACTED_CLIENT,法定继承,Staff_049,已归档,新证,国内民事,中国大陆,2023-01-04,2023-02-06,1818.00,是
2023001626,REDACTED_CLIENT,城市房屋所有权委托,Staff_020,已归档,新证,国内民事,中国大陆,2023-01-31,2023-02-01,500.00,是
2023001627,REDACTED_CLIENT,无犯罪记录,Staff_049,已归档,新证,涉外民事,葡萄牙,2023-01-31,2023-02-03,150.00,是
2023001628,REDACTED_CLIENT,法定继承,Staff_020,已归档,新证,国内民事,中国大陆,2023-02-09,2023-02-21,4315.00,是
2023001629,REDACTED_CLIENT,法定继承,Staff_041,已归档,新证,国内民事,中国大陆,2023-01-31,2023-02-03,3100.00,是
202300163,REDACTED_CLIENT,一般事务性委托,Staff_010,已归档,新证,国内民事,中国大陆,2023-01-04,2023-01-06,7280.00,是
2023001630,REDACTED_CLIENT,一般事务性委托,Staff_013,已归档,新证,国内民事,中国大陆,2023-01-31,2023-02-01,500.00,是
2023001632,REDACTED_CLIENT,证书（执照）,Staff_030,已归档,新证,涉外民事,圣基茨和尼维斯,2023-01-31,2023-01-31,0.00,Unknown
2023001636,REDACTED_CLIENT,法定继承,Staff_059,已归档,新证,国内民事,中国大陆,2023-02-03,2023-02-03,5000.00,是
2023001637,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,泰国,2023-01-31,2023-01-31,150.00,是
2023001638,REDACTED_CLIENT,证书（执照）,Staff_024,已归档,新证,涉外民事,卢森堡,2023-01-31,2023-02-01,150.00,是
2023001639,REDACTED_CLIENT,译本与原本相符,Staff_076,已归档,新证,涉外民事,韩国,2023-01-31,2023-01-31,9660.00,是
202300164,REDACTED_CLIENT,一般事务性委托,Staff_036,已归档,新证,国内民事,中国大陆,2023-01-04,2023-01-04,500.00,是
2023001640,REDACTED_CLIENT,离婚协议,Staff_006,已归档,新证,国内民事,中国大陆,2023-01-31,2023-01-31,800.00,是
2023001641,REDACTED_CLIENT,无犯罪记录,Staff_030,已归档,新证,涉外民事,圣基茨和尼维斯,2023-01-31,2023-01-31,0.00,Unknown
2023001642,REDACTED_CLIENT,证书（执照）,Staff_004,已归档,新证,涉外民事,葡萄牙,2023-01-31,2023-01-31,150.00,是
2023001643,REDACTED_CLIENT,亲属关系,Staff_030,已归档,新证,涉外民事,希腊,2023-01-31,2023-01-31,0.00,Unknown
2023001644,REDACTED_CLIENT,证书（执照）,Staff_036,已归档,新证,涉外民事,捷克,2023-01-31,2023-02-01,150.00,是
2023001645,REDACTED_CLIENT,译本与原本相符,Staff_030,已归档,新证,涉外民事,美国,2023-01-31,2023-01-31,0.00,Unknown
2023001646,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,澳大利亚,2023-01-31,2023-01-31,150.00,是
2023001649,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,马来西亚,2023-01-31,2023-01-31,150.00,是
2023001650,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,德国,2023-01-31,2023-02-01,150.00,是
2023001651,REDACTED_CLIENT,证书（执照）,Staff_020,已归档,新证,涉外民事,澳大利亚,2023-01-31,2023-02-01,150.00,是
2023001652,REDACTED_CLIENT,一般事务性委托,Staff_039,归档,新证,国内民事,中国大陆,2023-01-31,2023-02-06,8630.00,是
2023001653,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,智利,2023-01-31,2023-01-31,500.00,是
2023001654,REDACTED_CLIENT,证书（执照）,Staff_004,已归档,新证,涉外民事,希腊,2023-01-31,2023-01-31,150.00,是
2023001655,REDACTED_CLIENT,证书（执照）,Staff_077,已归档,新证,涉外民事,加拿大,2023-01-31,2023-01-31,150.00,是
202300166,REDACTED_CLIENT,小额继承,Staff_024,已归档,新证,国内民事,中国大陆,2023-01-04,2023-01-04,500.00,是
2023001661,REDACTED_CLIENT,译本与原本相符,Staff_004,已归档,新证,涉外民事,俄罗斯,2023-01-31,2023-01-31,150.00,是
2023001662,REDACTED_CLIENT,证书（执照）,Staff_020,已归档,新证,涉外民事,越南,2023-01-31,2023-02-02,150.00,是
2023001663,REDACTED_CLIENT,证书（执照）,Staff_036,已归档,新证,涉外民事,新西兰,2023-01-31,2023-02-01,150.00,是
2023001665,REDACTED_CLIENT,证书（执照）,Staff_024,已归档,新证,涉外民事,阿尔及利亚,2023-01-31,2023-01-31,150.00,是
2023001666,REDACTED_CLIENT,亲属关系,Staff_004,已归档,新证,涉外民事,希腊,2023-01-31,2023-01-31,150.00,是
2023001667,REDACTED_CLIENT,法定继承,Staff_041,已归档,新证,国内民事,中国大陆,2023-01-31,2023-02-09,500.00,是
2023001668,REDACTED_CLIENT,证书（执照）,Staff_054,已归档,新证,涉外民事,新西兰,2023-01-31,2023-02-02,0.00,是
2023001669,REDACTED_CLIENT,证书（执照）,Staff_004,已归档,新证,涉外民事,西班牙,2023-01-31,2023-01-31,150.00,是
202300167,REDACTED_CLIENT,城市房屋所有权委托,Staff_067,归档,新证,国内民事,中国大陆,2023-01-04,2023-01-12,2000.00,是
2023001670,REDACTED_CLIENT,亲属关系,Staff_026,已归档,新证,涉外民事,澳大利亚,2023-01-31,2023-01-31,150.00,是
2023001672,REDACTED_CLIENT,证书（执照）,Staff_004,已归档,新证,涉外民事,西班牙,2023-01-31,2023-01-31,150.00,是
2023001673,REDACTED_CLIENT,亲属关系,Staff_030,已归档,新证,涉外民事,希腊,2023-01-31,2023-02-02,0.00,Unknown
2023001674,REDACTED_CLIENT,小额继承,Staff_009,已归档,新证,国内民事,中国大陆,2023-01-31,2023-02-03,500.00,是
2023001675,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,阿根廷,2023-01-31,2023-01-31,150.00,是
2023001676,REDACTED_CLIENT,城市房屋所有权委托,Staff_007,发证,新证,国内民事,中国大陆,2023-02-03,2023-02-06,1500.00,是
2023001678,REDACTED_CLIENT,证书（执照）,Staff_029,已归档,新证,涉外民事,澳大利亚,2023-01-31,2023-01-31,150.00,是
2023001679,REDACTED_CLIENT,证书（执照）,Staff_020,已归档,新证,涉外民事,新加坡,2023-01-31,2023-02-01,150.00,是
202300168,REDACTED_CLIENT,译本与原本相符,Staff_024,已归档,新证,涉外民事,韩国,2023-01-04,2023-01-04,150.00,是
2023001680,REDACTED_CLIENT,曾用名,Staff_077,已归档,新证,涉外民事,澳大利亚,2023-01-31,2023-01-31,150.00,是
2023001681,REDACTED_CLIENT,证书（执照）,Staff_030,已归档,新证,涉外民事,土耳其,2023-01-31,2023-02-02,0.00,Unknown
2023001682,REDACTED_CLIENT,证书（执照）,Staff_020,已归档,新证,涉外民事,澳大利亚,2023-01-31,2023-02-07,150.00,是
2023001683,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,泰国,2023-01-31,2023-01-31,150.00,是
2023001684,REDACTED_CLIENT,证书（执照）,Staff_003,已归档,新证,涉外民事,韩国,2023-01-31,2023-02-06,150.00,是
2023001688,REDACTED_CLIENT,出生,Staff_077,已归档,新证,涉外民事,澳大利亚,2023-01-31,2023-01-31,150.00,是
2023001689,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,泰国,2023-01-31,2023-01-31,150.00,是
2023001692,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-01-31,2023-01-31,100.00,否
2023001693,REDACTED_CLIENT,证书（执照）,Staff_029,已归档,新证,涉外民事,马拉维,2023-01-31,2023-01-31,270.00,是
2023001694,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,老挝,2023-01-31,2023-02-01,500.00,是
2023001695,REDACTED_CLIENT,证书（执照）,Staff_004,已归档,新证,涉外民事,澳大利亚,2023-01-31,2023-02-01,150.00,是
2023001697,REDACTED_CLIENT,译本与原本相符,Staff_030,已归档,新证,涉外民事,美国,2023-01-31,2023-02-01,0.00,Unknown
2023001698,REDACTED_CLIENT,法定继承,Staff_024,已归档,新证,国内民事,中国大陆,2023-02-01,2023-02-15,2763.00,是
2023001699,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,泰国,2023-01-31,2023-02-01,150.00,是
20230017,REDACTED_CLIENT,无犯罪记录,Staff_008,已归档,新证,涉外民事,泰国,2023-01-03,2023-01-03,150.00,是
202300170,REDACTED_CLIENT,文书上的签名（印鉴）,Staff_006,已归档,新证,涉外民事,菲律宾,2023-01-04,2023-01-05,150.00,是
2023001700,REDACTED_CLIENT,证书（执照）,Staff_004,已归档,新证,涉外民事,荷兰,2023-01-31,2023-02-01,150.00,是
2023001704,REDACTED_CLIENT,无犯罪记录,Staff_070,已归档,新证,涉外民事,菲律宾,2023-02-01,2023-02-01,150.00,是
2023001705,REDACTED_CLIENT,证书（执照）,Staff_030,已归档,新证,涉外民事,加拿大,2023-02-01,2023-02-01,0.00,Unknown
2023001707,REDACTED_CLIENT,译本与原本相符,Staff_008,已归档,新证,涉外民事,俄罗斯,2023-02-01,2023-02-01,150.00,是
202300171,REDACTED_CLIENT,城市房屋所有权委托,Staff_039,已归档,新证,国内民事,中国大陆,2023-01-05,2023-01-05,2000.00,是
2023001710,REDACTED_CLIENT,证书（执照）,Staff_003,已归档,新证,涉外民事,泰国,2023-02-01,2023-02-07,500.00,是
2023001712,REDACTED_CLIENT,译本与原本相符,Staff_076,已归档,新证,涉外民事,韩国,2023-02-01,2023-02-01,1120.00,是
2023001714,REDACTED_CLIENT,一般事务性委托,Staff_024,已归档,新证,国内民事,中国大陆,2023-02-01,2023-02-01,2000.00,是
2023001715,REDACTED_CLIENT,证书（执照）,Staff_027,已归档,新证,涉外民事,韩国,2023-02-01,2023-02-01,0.00,是
2023001717,REDACTED_CLIENT,放弃继承权声明,Staff_010,已归档,新证,国内民事,中国大陆,2023-01-30,2023-02-01,2000.00,是
2023001718,REDACTED_CLIENT,出生,Staff_008,已归档,新证,涉外民事,加拿大,2023-02-01,2023-02-01,150.00,是
202300172,REDACTED_CLIENT,其他法律意见书,Staff_024,发证,新证,法律意见书,中国大陆,2023-01-04,2023-01-04,100.00,否
2023001721,REDACTED_CLIENT,一般事务性委托,Staff_049,已归档,新证,国内民事,中国大陆,2023-02-01,2023-02-01,500.00,是
2023001722,REDACTED_CLIENT,证书（执照）,Staff_003,已归档,新证,涉外民事,韩国,2023-02-01,2023-02-06,150.00,是
2023001723,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-02-01,2023-02-01,100.00,否
2023001724,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-02-01,2023-02-01,100.00,否
2023001725,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-02-01,2023-02-01,100.00,否
2023001726,REDACTED_CLIENT,小额继承,Staff_024,已归档,新证,国内民事,中国大陆,2023-02-01,2023-02-01,500.00,是
2023001727,REDACTED_CLIENT,证书（执照）,Staff_070,已归档,新证,涉外民事,泰国,2023-02-01,2023-02-01,150.00,是
2023001728,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-02-01,2023-02-01,100.00,否
2023001729,REDACTED_CLIENT,证书（执照）,Staff_020,已归档,新证,涉外民事,牙买加,2023-02-01,2023-02-01,150.00,是
202300173,REDACTED_CLIENT,其他法律意见书,Staff_024,发证,新证,法律意见书,中国大陆,2023-01-04,2023-01-04,100.00,否
2023001731,REDACTED_CLIENT,一般事务性委托,Staff_030,归档,新证,国内民事,中国大陆,2023-02-03,2023-02-06,2000.00,是
2023001732,REDACTED_CLIENT,法定继承,Staff_039,已归档,新证,国内民事,中国大陆,2023-02-01,2023-02-06,2640.00,是
2023001733,REDACTED_CLIENT,证书（执照）,Staff_036,已归档,新证,涉外民事,巴西,2023-02-01,2023-02-01,150.00,是
2023001734,REDACTED_CLIENT,出生,Staff_024,已归档,新证,涉外民事,法国,2023-02-01,2023-02-01,150.00,是
2023001735,REDACTED_CLIENT,法定继承,Staff_077,已归档,新证,国内民事,中国大陆,2023-02-01,2023-02-02,8820.00,是
2023001736,REDACTED_CLIENT,一般事务性委托,Staff_014,已归档,新证,国内民事,中国大陆,2023-02-01,2023-02-01,500.00,是
2023001739,REDACTED_CLIENT,文本相符,Staff_030,已归档,新证,涉外民事,加拿大,2023-02-01,2023-02-03,0.00,Unknown
202300174,REDACTED_CLIENT,证书（执照）,Staff_030,已归档,新证,涉外民事,土耳其,2023-01-04,2023-01-04,0.00,Unknown
2023001740,REDACTED_CLIENT,证书（执照）,Staff_054,已归档,新证,涉外民事,韩国,2023-02-01,2023-02-03,150.00,是
2023001741,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,澳大利亚,2023-02-01,2023-02-01,150.00,是
2023001742,REDACTED_CLIENT,无犯罪记录,Staff_008,已归档,新证,涉外民事,韩国,2023-02-01,2023-02-01,150.00,是
2023001744,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-02-01,2023-02-01,100.00,否
2023001745,REDACTED_CLIENT,证书（执照）,Staff_030,已归档,新证,涉外民事,土耳其,2023-02-01,2023-02-02,0.00,Unknown
2023001746,REDACTED_CLIENT,一般事务性委托,Staff_044,已归档,新证,国内民事,中国大陆,2023-02-01,2023-02-03,500.00,是
2023001747,REDACTED_CLIENT,无犯罪记录,Staff_008,已归档,新证,涉外民事,沙特阿拉伯,2023-02-01,2023-02-01,150.00,是
2023001749,REDACTED_CLIENT,无犯罪记录,Staff_004,已归档,新证,涉外民事,沙特阿拉伯,2023-02-01,2023-02-01,150.00,是
202300175,REDACTED_CLIENT,其他法律意见书,Staff_024,发证,新证,法律意见书,中国大陆,2023-01-04,2023-01-04,100.00,否
2023001752,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,葡萄牙,2023-02-01,2023-02-01,150.00,是
2023001753,REDACTED_CLIENT,无犯罪记录,Staff_070,已归档,新证,涉外民事,菲律宾,2023-02-01,2023-02-01,150.00,是
2023001754,REDACTED_CLIENT,证书（执照）,Staff_004,已归档,新证,涉外民事,沙特阿拉伯,2023-02-01,2023-02-01,150.00,是
2023001755,REDACTED_CLIENT,译本与原本相符,Staff_008,已归档,新证,涉外民事,韩国,2023-02-01,2023-02-01,150.00,是
2023001757,REDACTED_CLIENT,城市房屋所有权委托,Staff_067,归档,新证,国内民事,中国大陆,2023-02-01,2023-02-07,500.00,是
2023001758,REDACTED_CLIENT,文书上的签名（印鉴）,Staff_024,已归档,新证,涉外民事,爱尔兰,2023-02-13,2023-02-16,500.00,是
202300176,REDACTED_CLIENT,无犯罪记录,Staff_019,已归档,新证,涉外民事,泰国,2023-01-04,2023-01-04,150.00,是
2023001762,REDACTED_CLIENT,证书（执照）,Staff_024,已归档,新证,涉外民事,西班牙,2023-02-01,2023-02-02,150.00,是
2023001765,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-02-01,2023-02-01,100.00,否
2023001766,REDACTED_CLIENT,证书（执照）,Staff_013,已归档,新证,涉外民事,比利时,2023-02-01,2023-02-01,150.00,是
2023001768,REDACTED_CLIENT,法定继承,Staff_024,已归档,新证,国内民事,中国大陆,2023-02-06,2023-02-07,2399.00,是
2023001769,REDACTED_CLIENT,处分财产的遗嘱,Staff_012,归档,新证,国内民事,中国大陆,2023-02-03,2023-02-03,4000.00,是
2023001770,REDACTED_CLIENT,亲属关系,Staff_004,已归档,新证,涉外民事,希腊,2023-02-01,2023-02-01,150.00,是
2023001771,REDACTED_CLIENT,无犯罪记录,Staff_008,已归档,新证,涉外民事,黑山,2023-02-01,2023-02-01,150.00,是
2023001772,REDACTED_CLIENT,城市房屋所有权委托,Staff_067,归档,新证,国内民事,中国大陆,2023-02-02,2023-02-07,2000.00,是
2023001773,REDACTED_CLIENT,证书（执照）,Staff_024,已归档,新证,涉外民事,加拿大,2023-02-01,2023-02-02,150.00,是
2023001774,REDACTED_CLIENT,证书（执照）,Staff_070,已归档,新证,涉外民事,印度,2023-02-01,2023-02-02,150.00,是
2023001776,REDACTED_CLIENT,证书（执照）,Staff_030,已归档,新证,涉外民事,土耳其,2023-02-01,2023-02-02,0.00,Unknown
2023001777,REDACTED_CLIENT,执行证书,Staff_054,已归档,新证,国内经济执行证书,中国大陆,2023-01-04,2023-02-02,1200.00,是
2023001778,REDACTED_CLIENT,亲属关系,Staff_004,已归档,新证,涉外民事,匈牙利,2023-02-01,2023-02-02,150.00,是
2023001779,REDACTED_CLIENT,文本相符,Staff_030,已归档,新证,涉外民事,加拿大,2023-02-01,2023-02-06,0.00,Unknown
2023001780,REDACTED_CLIENT,证书（执照）,Staff_004,已归档,新证,涉台,台湾,2023-02-01,2023-02-02,150.00,是
2023001782,REDACTED_CLIENT,证书（执照）,Staff_004,已归档,新证,涉外民事,马来西亚,2023-02-01,2023-02-03,150.00,是
2023001783,REDACTED_CLIENT,亲属关系,Staff_030,已归档,新证,涉外民事,日本,2023-02-01,2023-02-02,150.00,是
2023001790,REDACTED_CLIENT,法定继承,Staff_013,已归档,新证,国内民事,中国大陆,2023-02-03,2023-02-09,6683.00,是
2023001791,REDACTED_CLIENT,文书上的签名（印鉴）,Staff_024,已归档,新证,涉外民事,加拿大,2023-02-02,2023-02-02,500.00,是
2023001792,REDACTED_CLIENT,放弃继承权声明,Staff_077,已归档,新证,国内民事,中国大陆,2023-02-02,2023-02-02,500.00,是
2023001793,REDACTED_CLIENT,未婚,Staff_030,已归档,新证,涉外民事,越南,2023-02-02,2023-02-02,0.00,Unknown
2023001794,REDACTED_CLIENT,法定继承,Staff_013,已归档,新证,国内民事,中国大陆,2023-02-03,2023-02-09,1532.00,是
2023001797,REDACTED_CLIENT,证书（执照）,Staff_020,已归档,新证,涉外民事,印度,2023-01-28,2023-02-02,150.00,是
2023001798,REDACTED_CLIENT,亲属关系,Staff_077,已归档,新证,涉外民事,日本,2023-02-02,2023-02-02,150.00,是
2023001799,REDACTED_CLIENT,证书（执照）,Staff_030,已归档,新证,涉外民事,意大利,2023-02-02,2023-02-02,0.00,Unknown
20230018,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,泰国,2023-01-03,2023-01-03,150.00,是
202300180,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-01-04,2023-01-04,150.00,否
20230018002,REDACTED_CLIENT,证书（执照）,Staff_051,已归档,新证,涉外民事,澳大利亚,2023-02-21,2023-02-23,210.00,是
2023001801,REDACTED_CLIENT,译本与原本相符,Staff_076,已归档,新证,涉外民事,韩国,2023-02-02,2023-02-02,150.00,是
2023001803,REDACTED_CLIENT,证书（执照）,Staff_054,已归档,新证,涉外民事,澳大利亚,2023-02-02,2023-02-02,150.00,是
2023001804,REDACTED_CLIENT,证书（执照）,Staff_077,已归档,新证,涉外民事,加拿大,2023-02-02,2023-02-02,150.00,是
2023001805,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,泰国,2023-02-02,2023-02-06,150.00,是
2023001806,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-02-02,2023-02-02,100.00,否
2023001807,REDACTED_CLIENT,无犯罪记录,Staff_027,已归档,新证,涉外民事,韩国,2023-02-02,2023-02-02,0.00,Unknown
2023001808,REDACTED_CLIENT,城市房屋所有权委托,Staff_049,制证,新证,国内民事,中国大陆,2023-02-02,2023-03-08,3000.00,是
2023001809,REDACTED_CLIENT,亲属关系,Staff_032,归档,新证,涉外民事,日本,2023-02-02,2023-02-02,0.00,Unknown
2023001810,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-02-02,2023-02-02,100.00,否
2023001811,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-02-02,2023-02-02,100.00,否
2023001812,REDACTED_CLIENT,法定继承,Staff_032,归档,新证,国内民事,中国大陆,2023-02-02,2023-04-06,7928.00,是
2023001814,REDACTED_CLIENT,译本与原本相符,Staff_077,已归档,新证,涉外民事,韩国,2023-02-02,2023-02-02,150.00,是
2023001817,REDACTED_CLIENT,证书（执照）,Staff_036,已归档,新证,涉外民事,葡萄牙,2023-02-02,2023-02-03,150.00,是
2023001819,REDACTED_CLIENT,证书（执照）,Staff_030,已归档,新证,涉外民事,圣卢西亚,2023-02-02,2023-02-03,0.00,Unknown
202300182,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,丹麦,2023-01-04,2023-01-05,150.00,是
2023001822,REDACTED_CLIENT,一般事务性委托,Staff_048,已归档,新证,国内民事,中国大陆,2023-02-02,2023-02-02,500.00,是
2023001823,REDACTED_CLIENT,无犯罪记录,Staff_070,已归档,新证,涉外民事,新西兰,2023-02-02,2023-02-02,150.00,是
2023001824,REDACTED_CLIENT,城市房屋所有权委托,Staff_012,归档,新证,国内民事,中国大陆,2023-02-02,2023-02-02,3000.00,是
2023001825,REDACTED_CLIENT,法定继承,Staff_049,已归档,新证,国内民事,中国大陆,2023-02-02,2023-02-02,1508.00,是
2023001827,REDACTED_CLIENT,放弃继承权声明,Staff_024,已归档,新证,国内民事,中国大陆,2023-02-02,2023-02-02,500.00,是
2023001828,REDACTED_CLIENT,无犯罪记录,Staff_039,已归档,新证,涉外民事,韩国,2023-02-02,2023-02-02,150.00,是
202300183,REDACTED_CLIENT,证书（执照）,Staff_030,已归档,新证,涉外民事,爱尔兰,2023-01-04,2023-01-05,0.00,Unknown
2023001830,REDACTED_CLIENT,处分财产的遗嘱,Staff_067,已归档,新证,国内民事,中国大陆,2023-02-02,2023-02-07,2000.00,是
2023001831,REDACTED_CLIENT,其他声明,Staff_039,已归档,新证,国内民事,中国大陆,2023-02-02,2023-02-02,500.00,是
2023001832,REDACTED_CLIENT,证书（执照）,Staff_030,已归档,新证,涉外民事,圣基茨和尼维斯,2023-02-02,2023-02-02,0.00,Unknown
2023001833,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,新西兰,2023-02-02,2023-02-02,500.00,是
2023001834,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-02-02,2023-02-02,100.00,否
2023001835,REDACTED_CLIENT,亲属关系,Staff_024,已归档,新证,国内民事,中国大陆,2023-02-02,2023-02-02,150.00,是
2023001836,REDACTED_CLIENT,一般事务性委托,Staff_049,制证,新证,国内民事,中国大陆,2023-02-02,2023-02-08,3160.00,是
2023001837,REDACTED_CLIENT,无犯罪记录,Staff_004,已归档,新证,涉外民事,马来西亚,2023-02-02,2023-02-02,150.00,是
2023001839,REDACTED_CLIENT,遗嘱继承,Staff_070,已归档,新证,国内民事,中国大陆,2023-01-29,2023-02-02,12499.00,是
202300184,REDACTED_CLIENT,证书（执照）,Staff_067,已归档,新证,涉外民事,罗马尼亚,2023-01-04,2023-01-06,210.00,是
2023001840,REDACTED_CLIENT,证书（执照）,Staff_020,已归档,新证,涉外民事,韩国,2023-03-28,2023-03-29,150.00,是
2023001841,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,新西兰,2023-02-02,2023-02-02,150.00,是
2023001842,REDACTED_CLIENT,证书（执照）,Staff_030,已归档,新证,涉外民事,希腊,2023-02-02,2023-02-03,0.00,Unknown
2023001843,REDACTED_CLIENT,证书（执照）,Staff_032,制证,新证,涉外民事,加拿大,2023-02-02,2023-02-03,210.00,是
2023001844,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,新西兰,2023-02-02,2023-02-22,150.00,是
2023001845,REDACTED_CLIENT,法定继承,Staff_077,已归档,新证,国内民事,中国大陆,2023-02-04,2023-02-06,3670.00,是
2023001846,REDACTED_CLIENT,城市房屋所有权委托,Staff_070,已归档,新证,国内民事,中国大陆,2023-02-02,2023-02-06,500.00,是
2023001848,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-02-02,2023-02-02,100.00,否
202300185,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,葡萄牙,2023-01-04,2023-01-05,150.00,是
2023001850,REDACTED_CLIENT,法定继承,Staff_067,归档,新证,国内民事,中国大陆,2023-02-02,2023-02-10,5714.00,是
2023001852,REDACTED_CLIENT,译本与原本相符,Staff_076,已归档,新证,涉外民事,美国,2023-02-02,2023-02-03,150.00,是
2023001853,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-02-02,2023-02-02,100.00,否
2023001854,REDACTED_CLIENT,其他继承,Staff_024,已归档,新证,法律意见书,中国大陆,2023-02-02,2023-03-13,0.00,Unknown
2023001855,REDACTED_CLIENT,译本与原本相符,Staff_003,已归档,新证,涉外民事,乌兹别克斯坦,2023-02-02,2023-02-03,150.00,是
2023001857,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,韩国,2023-02-02,2023-02-02,150.00,是
2023001858,REDACTED_CLIENT,证书（执照）,Staff_030,已归档,新证,涉外民事,土耳其,2023-02-02,2023-02-06,0.00,Unknown
202300186,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-01-04,2023-01-04,100.00,否
2023001862,REDACTED_CLIENT,其他继承,Staff_024,已归档,新证,法律意见书,中国大陆,2023-02-06,2023-03-08,0.00,Unknown
2023001864,REDACTED_CLIENT,离婚后财产分割及子女抚养协议,Staff_024,已归档,新证,国内民事,中国大陆,2023-02-03,2023-02-03,600.00,是
2023001865,REDACTED_CLIENT,无犯罪记录,Staff_008,已归档,新证,涉外民事,新西兰,2023-02-02,2023-02-02,150.00,是
2023001866,REDACTED_CLIENT,证书（执照）,Staff_049,已归档,新证,涉外民事,泰国,2023-02-02,2023-02-02,150.00,是
2023001867,REDACTED_CLIENT,无犯罪记录,Staff_030,已归档,新证,涉外民事,爱尔兰,2023-02-02,2023-02-02,0.00,Unknown
2023001868,REDACTED_CLIENT,一般事务性委托,Staff_032,归档,新证,国内民事,中国大陆,2023-02-03,2023-02-03,500.00,是
2023001869,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,泰国,2023-02-02,2023-02-06,500.00,是
202300187,REDACTED_CLIENT,证书（执照）,Staff_020,已归档,新证,涉外民事,新加坡,2023-01-04,2023-01-17,150.00,是
2023001872,REDACTED_CLIENT,证书（执照）,Staff_070,已归档,新证,涉外民事,加拿大,2023-02-02,2023-02-03,150.00,是
2023001873,REDACTED_CLIENT,证书（执照）,Staff_008,已归档,新证,涉外民事,荷兰,2023-02-02,2023-02-02,150.00,是
2023001876,REDACTED_CLIENT,城市房屋所有权委托,Staff_012,归档,新证,国内民事,中国大陆,2023-02-03,2023-02-06,3480.00,是
2023001877,REDACTED_CLIENT,其他法律意见书,Staff_024,制证,新证,法律意见书,中国大陆,2023-02-02,2023-02-03,100.00,否
